SYMBOL,SYMBOLS,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
MMFL,MMFL.NS,MM Forgings Limited,EQ,20-Dec-06,10,1,INE227C01017,10
MMP,MMP.NS,MMP Industries Limited,BE,9-Jan-20,10,1,INE511Y01018,10
MMTC,MMTC.NS,MMTC Limited,EQ,9-Apr-12,1,1,INE123F01029,1
MODIRUBBER,MODIRUBBER.NS,Modi Rubber Limited,BE,7-Feb-96,10,1,INE832A01018,10
MODISONLTD,MODISONLTD.NS,MODISON LIMITED,BE,3-May-21,1,1,INE737D01021,1
MODTHREAD,MODTHREAD.NS,Modern Threads (India) Limited,BE,22-Nov-95,10,50,INE794W01014,10
MOHITIND,MOHITIND.NS,Mohit Industries Limited,BE,14-Mar-13,10,1,INE954E01012,10
MOIL,MOIL.NS,MOIL Limited,EQ,15-Dec-10,10,1,INE490G01020,10
MOKSH,MOKSH.NS,Moksh Ornaments Limited,BE,21-May-21,2,1,INE514Y01020,2
MOL,MOL.NS,Meghmani Organics Limited,EQ,18-Aug-21,1,1,INE0CT101020,1
MOLDTECH,MOLDTECH.NS,Mold-Tek Technologies Limited,EQ,7-Jul-16,2,1,INE835B01035,2
MOLDTKPAC,MOLDTKPAC.NS,Mold-Tek Packaging Limited,EQ,23-Feb-15,5,1,INE893J01029,5
MONARCH,MONARCH.NS,Monarch Networth Capital Limited,EQ,6-Jan-22,10,1,INE903D01011,10
MONTECARLO,MONTECARLO.NS,Monte Carlo Fashions Limited,EQ,19-Dec-14,10,1,INE950M01013,10
MOREPENLAB,MOREPENLAB.NS,Morepen Laboratories Limited,EQ,24-Nov-99,2,1,INE083A01026,2
MOTHERSON,MOTHERSON.NS,Samvardhana Motherson International Limited,EQ,14-Aug-96,1,1,INE775A01035,1
MOTILALOFS,MOTILALOFS.NS,Motilal Oswal Financial Services Limited,EQ,11-Sep-07,1,1,INE338I01027,1
MOTISONS,MOTISONS.NS,Motisons Jewellers Limited,EQ,26-Dec-23,10,1,INE0FRK01012,10
MOTOGENFIN,MOTOGENFIN.NS,The Motor & General Finance Limited,EQ,8-Feb-95,5,1,INE861B01023,5
MPHASIS,MPHASIS.NS,MphasiS Limited,EQ,4-Jun-04,10,1,INE356A01018,10
MPSLTD,MPSLTD.NS,MPS Limited,EQ,21-Jan-02,10,1,INE943D01017,10
MRF,MRF.NS,MRF Limited,EQ,18-Sep-96,10,1,INE883A01011,10
MRO-TEK,MRO-TEK.NS,MRO-TEK Realty Limited,BE,1-Nov-00,5,1,INE398B01018,5
MRPL,MRPL.NS,Mangalore Refinery and Petrochemicals Limited,EQ,7-Jan-05,10,1,INE103A01014,10
MSPL,MSPL.NS,MSP Steel & Power Limited,EQ,18-Jul-05,10,1,INE752G01015,10
MSTCLTD,MSTCLTD.NS,Mstc Limited,EQ,29-Mar-19,10,1,INE255X01014,10
MSUMI,MSUMI.NS,Motherson Sumi Wiring India Limited,EQ,28-Mar-22,1,1,INE0FS801015,1
MTARTECH,MTARTECH.NS,Mtar Technologies Limited,EQ,15-Mar-21,10,1,INE864I01014,10
MTNL,MTNL.NS,Mahanagar Telephone Nigam Limited,EQ,17-Feb-99,10,1,INE153A01019,10
MUFIN,MUFIN.NS,Mufin Green Finance Limited,EQ,6-Nov-23,1,1,INE08KJ01020,1
MUFTI,MUFTI.NS,Credo Brands Marketing Limited,EQ,27-Dec-23,2,1,INE220Q01020,2
MUKANDLTD,MUKANDLTD.NS,Mukand Limited,EQ,23-Feb-04,10,1,INE304A01026,10
MUKKA,MUKKA.NS,Mukka Proteins Limited,EQ,7-Mar-24,1,1,INE0CG401037,1
MUKTAARTS,MUKTAARTS.NS,Mukta Arts Limited,EQ,12-Sep-00,5,1,INE374B01019,5
MUNJALAU,MUNJALAU.NS,Munjal Auto Industries Limited,EQ,19-Jul-06,2,1,INE672B01032,2
MUNJALSHOW,MUNJALSHOW.NS,Munjal Showa Limited,EQ,12-May-03,2,1,INE577A01027,2
MURUDCERA,MURUDCERA.NS,Murudeshwar Ceramics Limited,EQ,28-May-04,10,1,INE692B01014,10
MUTHOOTCAP,MUTHOOTCAP.NS,Muthoot Capital Services Limited,EQ,24-Aug-15,10,1,INE296G01013,10
MUTHOOTFIN,MUTHOOTFIN.NS,Muthoot Finance Limited,EQ,6-May-11,10,1,INE414G01012,10
MUTHOOTMF,MUTHOOTMF.NS,Muthoot Microfin Limited,EQ,26-Dec-23,10,1,INE046W01019,10
MVGJL,MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,EQ,3-Oct-23,10,1,INE0KNT01012,10
NACLIND,NACLIND.NS,NACL Industries Limited,EQ,7-Apr-17,1,1,INE295D01020,1
NAGAFERT,NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,EQ,15-Jun-16,1,1,INE454M01024,1
NAGREEKCAP,NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,BE,18-Sep-07,5,1,INE245I01016,5
NAGREEKEXP,NAGREEKEXP.NS,Nagreeka Exports Limited,BE,18-Jun-07,5,1,INE123B01028,5
NAHARCAP,NAHARCAP.NS,Nahar Capital and Financial Services Limited,EQ,11-Mar-08,5,1,INE049I01012,5
NAHARINDUS,NAHARINDUS.NS,Nahar Industrial Enterprises Limited,EQ,15-Dec-05,10,1,INE289A01011,10
NAHARPOLY,NAHARPOLY.NS,Nahar Poly Films Limited,BE,23-Mar-07,5,1,INE308A01027,5
NAHARSPING,NAHARSPING.NS,Nahar Spinning Mills Limited,EQ,23-Mar-07,5,1,INE290A01027,5
NAM-INDIA,NAM-INDIA.NS,Nippon Life India Asset Management Limited,EQ,6-Nov-17,10,1,INE298J01013,10
NARMADA,NARMADA.NS,Narmada Agrobase Limited,BE,27-Oct-22,10,1,INE117Z01011,10
NATCOPHARM,NATCOPHARM.NS,Natco Pharma Limited,EQ,27-Dec-95,2,1,INE987B01026,2
NATHBIOGEN,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,BE,28-Jan-14,10,1,INE448G01010,10
NATIONALUM,NATIONALUM.NS,National Aluminium Company Limited,EQ,28-Apr-99,5,1,INE139A01034,5
NAUKRI,NAUKRI.NS,Info Edge (India) Limited,EQ,21-Nov-06,10,1,INE663F01024,10
NAVA,NAVA.NS,NAVA LIMITED,EQ,3-Apr-96,2,1,INE725A01022,2
NAVINFLUOR,NAVINFLUOR.NS,Navin Fluorine International Limited,EQ,1-Jun-07,2,1,INE048G01026,2
NAVKARCORP,NAVKARCORP.NS,Navkar Corporation Limited,EQ,9-Sep-15,10,1,INE278M01019,10
NAVNETEDUL,NAVNETEDUL.NS,Navneet Education Limited,EQ,8-Feb-95,2,1,INE060A01024,2
NAZARA,NAZARA.NS,Nazara Technologies Limited,EQ,30-Mar-21,4,1,INE418L01021,4
NBCC,NBCC.NS,NBCC (India) Limited,EQ,12-Apr-12,1,1,INE095N01031,1
NBIFIN,NBIFIN.NS,N. B. I. Industrial Finance Company Limited,BE,23-Nov-16,5,1,INE365I01020,5
NCC,NCC.NS,NCC Limited,EQ,14-Oct-03,2,1,INE868B01028,2
NCLIND,NCLIND.NS,NCL Industries Limited,EQ,3-Apr-07,10,1,INE732C01016,10
NDGL,NDGL.NS,Naga Dhunseri Group Limited,BE,29-Aug-16,10,1,INE756C01015,10
NDL,NDL.NS,Nandan Denim Limited,BE,23-Mar-12,1,1,INE875G01048,1
NDLVENTURE,NDLVENTURE.NS,NDL Ventures Limited,EQ,24-Apr-07,10,1,INE353A01023,10
NDRAUTO,NDRAUTO.NS,Ndr Auto Components Limited,EQ,30-Jul-20,10,1,INE07OG01012,10
NDTV,NDTV.NS,New Delhi Television Limited,EQ,19-May-04,4,1,INE155G01029,4
NECCLTD,NECCLTD.NS,North Eastern Carrying Corporation Limited,BE,2-Mar-16,10,1,INE553C01016,10
NECLIFE,NECLIFE.NS,Nectar Lifesciences Limited,EQ,18-Jul-05,1,1,INE023H01027,1
NELCAST,NELCAST.NS,Nelcast Limited,EQ,27-Jun-07,2,1,INE189I01024,2
NELCO,NELCO.NS,NELCO Limited,EQ,28-May-03,10,1,INE045B01015,10
NEOGEN,NEOGEN.NS,Neogen Chemicals Limited,EQ,8-May-19,10,1,INE136S01016,10
NESCO,NESCO.NS,Nesco Limited,EQ,8-Apr-08,2,1,INE317F01035,2
NESTLEIND,NESTLEIND.NS,Nestle India Limited,EQ,1-Aug-23,1,1,INE239A01024,1
NETWEB,NETWEB.NS,Netweb Technologies India Limited,EQ,27-Jul-23,2,1,INE0NT901020,2
NETWORK18,NETWORK18.NS,Network18 Media & Investments Limited,EQ,2-Feb-07,5,1,INE870H01013,5
NEULANDLAB,NEULANDLAB.NS,Neuland Laboratories Limited,EQ,13-Oct-08,10,1,INE794A01010,10
NEWGEN,NEWGEN.NS,Newgen Software Technologies Limited,EQ,29-Jan-18,10,1,INE619B01017,10
NEXTMEDIA,NEXTMEDIA.NS,Next Mediaworks Limited,BE,4-Apr-01,10,1,INE747B01016,10
NFL,NFL.NS,National Fertilizers Limited,EQ,28-Dec-06,10,1,INE870D01012,10
NGIL,NGIL.NS,Nakoda Group of Industries Limited,EQ,20-Aug-21,10,1,INE236Y01012,10
NGLFINE,NGLFINE.NS,NGL Fine-Chem Limited,EQ,8-Jul-22,5,1,INE887E01022,5
NH,NH.NS,Narayana Hrudayalaya Ltd.,EQ,6-Jan-16,10,1,INE410P01011,10
NHPC,NHPC.NS,NHPC Limited,EQ,1-Sep-09,10,1,INE848E01016,10
NIACL,NIACL.NS,The New India Assurance Company Limited,EQ,13-Nov-17,5,1,INE470Y01017,5
NIBL,NIBL.NS,NRB Industrial Bearings Limited,EQ,9-Apr-13,2,1,INE047O01014,2
NIITLTD,NIITLTD.NS,NIIT Limited,EQ,16-Aug-04,2,1,INE161A01038,2
NIITMTS,NIITMTS.NS,NIIT Learning Systems Limited,EQ,8-Aug-23,2,1,INE342G01023,2
NILAINFRA,NILAINFRA.NS,Nila Infrastructures Limited,EQ,21-May-15,1,1,INE937C01029,1
NILASPACES,NILASPACES.NS,Nila Spaces Limited,BE,28-Dec-18,1,1,INE00S901012,1
NILKAMAL,NILKAMAL.NS,Nilkamal Limited,EQ,1-Nov-95,10,1,INE310A01015,10
NINSYS,NINSYS.NS,NINtec Systems Limited,EQ,21-Feb-23,10,1,INE395U01014,10
NIPPOBATRY,NIPPOBATRY.NS,Indo-National Limited,EQ,6-Oct-99,5,1,INE567A01028,5
NIRAJ,NIRAJ.NS,Niraj Cement Structurals Limited,BE,1-Oct-20,10,1,INE368I01016,10
NIRAJISPAT,NIRAJISPAT.NS,Niraj Ispat Industries Limited,EQ,27-Oct-16,10,1,INE326T01011,10
NITCO,NITCO.NS,Nitco Limited,EQ,21-Mar-06,10,1,INE858F01012,10
NITINSPIN,NITINSPIN.NS,Nitin Spinners Limited,EQ,2-Feb-06,10,1,INE229H01012,10
NITIRAJ,NITIRAJ.NS,Nitiraj Engineers Limited,EQ,22-Apr-21,10,1,INE439T01012,10
NKIND,NKIND.NS,NK Industries Limited,EQ,7-Jul-95,10,1,INE542C01019,10
NLCINDIA,NLCINDIA.NS,NLC India Limited,EQ,23-Aug-00,10,1,INE589A01014,10
NMDC,NMDC.NS,NMDC Limited,EQ,3-Mar-08,1,1,INE584A01023,1
NOCIL,NOCIL.NS,NOCIL Limited,EQ,17-Jan-96,10,1,INE163A01018,10
NOIDATOLL,NOIDATOLL.NS,Noida Toll Bridge Company Limited,BE,6-Dec-02,10,1,INE781B01015,10
NORBTEAEXP,NORBTEAEXP.NS,Norben Tea & Exports Limited,BE,26-Jun-96,10,1,INE369C01017,10
NOVAAGRI,NOVAAGRI.NS,Nova Agritech Limited,BE,31-Jan-24,2,1,INE02H701025,2
NRAIL,NRAIL.NS,N R Agarwal Industries Limited,EQ,5-Apr-17,10,1,INE740D01017,10
NRBBEARING,NRBBEARING.NS,NRB Bearing Limited,EQ,8-Mar-00,2,1,INE349A01021,2
NRL,NRL.NS,Nupur Recyclers Limited,EQ,12-Jan-23,10,1,INE0JM501013,10
NSIL,NSIL.NS,Nalwa Sons Investments Limited,EQ,17-Nov-03,10,1,INE023A01030,10
NSLNISP,NSLNISP.NS,NMDC Steel Limited,EQ,20-Feb-23,10,1,INE0NNS01018,10
NTPC,NTPC.NS,NTPC Limited,EQ,5-Nov-04,10,1,INE733E01010,10
NUCLEUS,NUCLEUS.NS,Nucleus Software Exports Limited,EQ,19-Dec-02,10,1,INE096B01018,10
NURECA,NURECA.NS,Nureca Limited,EQ,25-Feb-21,10,1,INE0DSF01015,10
NUVAMA,NUVAMA.NS,Nuvama Wealth Management Limited,EQ,26-Sep-23,10,1,INE531F01015,10
NUVOCO,NUVOCO.NS,Nuvoco Vistas Corporation Limited,EQ,23-Aug-21,10,1,INE118D01016,10
NYKAA,NYKAA.NS,FSN E-Commerce Ventures Limited,EQ,10-Nov-21,1,1,INE388Y01029,1
OAL,OAL.NS,Oriental Aromatics Limited,EQ,11-Jul-19,5,1,INE959C01023,5
OBCL,OBCL.NS,Orissa Bengal Carrier Limited,EQ,7-Apr-22,10,1,INE426Z01016,10
OBEROIRLTY,OBEROIRLTY.NS,Oberoi Realty Limited,EQ,20-Oct-10,10,1,INE093I01010,10
OCCL,OCCL.NS,Oriental Carbon & Chemicals Limited,BE,27-Jan-16,10,1,INE321D01016,10
OFSS,OFSS.NS,Oracle Financial Services Software Limited,EQ,28-Jun-02,5,1,INE881D01027,5
OIL,OIL.NS,Oil India Limited,EQ,30-Sep-09,10,1,INE274J01014,10
OILCOUNTUB,OILCOUNTUB.NS,Oil Country Tubular Limited,BE,30-Aug-95,10,1,INE591A01010,10
OLAELEC,OLAELEC.NS,Ola Electric Mobility Limited,EQ,9-Aug-24,10,1,INE0LXG01040,10
OLECTRA,OLECTRA.NS,Olectra Greentech Limited,EQ,20-Mar-02,4,1,INE260D01016,4
OMAXAUTO,OMAXAUTO.NS,Omax Autos Limited,EQ,20-Feb-03,10,1,INE090B01011,10
OMAXE,OMAXE.NS,Omaxe Limited,BE,9-Aug-07,10,1,INE800H01010,10
OMINFRAL,OMINFRAL.NS,OM INFRA LIMITED,BE,17-Jun-11,1,1,INE239D01028,1
OMKARCHEM,OMKARCHEM.NS,Omkar Speciality Chemicals Limited,BZ,10-Feb-11,10,1,INE474L01016,10
ONELIFECAP,ONELIFECAP.NS,Onelife Capital Advisors Limited,BE,17-Oct-11,10,1,INE912L01015,10
ONEPOINT,ONEPOINT.NS,One Point One Solutions Limited,EQ,9-May-19,2,1,INE840Y01029,2
ONGC,ONGC.NS,Oil & Natural Gas Corporation Limited,EQ,19-Jul-95,5,1,INE213A01029,5
ONMOBILE,ONMOBILE.NS,OnMobile Global Limited,EQ,19-Feb-08,10,1,INE809I01019,10
ONWARDTEC,ONWARDTEC.NS,Onward Technologies Limited,EQ,7-Mar-01,10,1,INE229A01017,10
OPTIEMUS,OPTIEMUS.NS,Optiemus Infracom Limited,EQ,8-Aug-17,10,1,INE350C01017,10
ORBTEXP,ORBTEXP.NS,Orbit Exports Limited,EQ,5-Nov-13,10,1,INE231G01010,10
ORCHPHARMA,ORCHPHARMA.NS,Orchid Pharma Limited,EQ,2-Nov-20,10,1,INE191A01027,10
ORICONENT,ORICONENT.NS,Oricon Enterprises Limited,EQ,24-Jul-15,2,1,INE730A01022,2
ORIENT-RE,ORIENT-RE.NS,ORIENTAL TRIMEX LTD-RE,BE,19-Sep-24,10,1,INE998H20012,10
ORIENTALTL,ORIENTALTL.NS,Oriental Trimex Limited,BE,7-Mar-07,10,1,INE998H01012,10
ORIENTBELL,ORIENTBELL.NS,Orient Bell Limited,EQ,14-Feb-07,10,1,INE607D01018,10
ORIENTCEM,ORIENTCEM.NS,Orient Cement Limited,EQ,12-Jul-13,1,1,INE876N01018,1
ORIENTCER,ORIENTCER.NS,ORIENT CERATECH LIMITED,EQ,15-Dec-05,1,1,INE569C01020,1
ORIENTELEC,ORIENTELEC.NS,Orient Electric Limited,EQ,14-May-18,1,1,INE142Z01019,1
ORIENTHOT,ORIENTHOT.NS,Oriental Hotels Limited,EQ,27-Aug-98,1,1,INE750A01020,1
ORIENTLTD,ORIENTLTD.NS,Orient Press Limited,EQ,3-Mar-10,10,1,INE609C01024,10
ORIENTPPR,ORIENTPPR.NS,Orient Paper & Industries Limited,EQ,29-Mar-95,1,1,INE592A01026,1
ORIENTTECH,ORIENTTECH.NS,Orient Technologies Limited,EQ,28-Aug-24,10,1,INE0PPK01015,10
ORISSAMINE,ORISSAMINE.NS,The Orissa Minerals Development Company Limited,EQ,29-Sep-10,1,1,INE725E01024,1
ORTINGLOBE,ORTINGLOBE.NS,ORTIN GLOBAL LIMITED,EQ,30-Mar-21,10,1,INE749B01020,10
OSIAHYPER,OSIAHYPER.NS,Osia Hyper Retail Limited,BE,1-Dec-22,1,1,INE06IR01021,1
OSWALAGRO,OSWALAGRO.NS,Oswal Agro Mills Limited,BE,29-Mar-95,10,1,INE142A01012,10
OSWALGREEN,OSWALGREEN.NS,Oswal Greentech Limited,EQ,28-Aug-96,10,1,INE143A01010,10
OSWALSEEDS,OSWALSEEDS.NS,ShreeOswal Seeds And Chemicals Limited,BE,28-Feb-23,2,1,INE00IK01029,2
PAGEIND,PAGEIND.NS,Page Industries Limited,EQ,16-Mar-07,10,1,INE761H01022,10
PAISALO,PAISALO.NS,Paisalo Digital Limited,EQ,17-Oct-11,1,1,INE420C01059,1
PAKKA,PAKKA.NS,PAKKA LIMITED,EQ,11-Jul-23,10,1,INE551D01018,10
PALASHSECU,PALASHSECU.NS,Palash Securities Limited,EQ,28-Jul-17,10,1,INE471W01019,10
PALREDTEC,PALREDTEC.NS,Palred Technologies Limited,BE,9-May-16,10,1,INE218G01033,10
PANACEABIO,PANACEABIO.NS,Panacea Biotec Limited,EQ,17-Apr-96,1,1,INE922B01023,1
PANACHE,PANACHE.NS,Panache Digilife Limited,BE,6-Jan-20,10,1,INE895W01019,10
PANAMAPET,PANAMAPET.NS,Panama Petrochem Limited,EQ,30-Sep-11,2,1,INE305C01029,2
PANSARI,PANSARI.NS,Pansari Developers Limited,BE,18-Oct-21,10,1,INE697V01011,10
PAR,PAR.NS,Par Drugs And Chemicals Limited,EQ,16-Sep-21,10,1,INE04LG01015,10
PARACABLES,PARACABLES.NS,Paramount Communications Limited,EQ,3-Jan-07,2,1,INE074B01023,2
PARADEEP,PARADEEP.NS,Paradeep Phosphates Limited,EQ,27-May-22,10,1,INE088F01024,10
PARAGMILK,PARAGMILK.NS,Parag Milk Foods Limited,EQ,19-May-16,10,1,INE883N01014,10
PARAS,PARAS.NS,Paras Defence and Space Technologies Limited,BE,1-Oct-21,10,1,INE045601015,10
PARASPETRO,PARASPETRO.NS,Paras Petrofils Limited,BE,14-Feb-96,1,1,INE162C01024,1
PARKHOTELS,PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited,EQ,12-Feb-24,1,1,INE988S01028,1
PARSVNATH,PARSVNATH.NS,Parsvnath Developers Limited,BE,30-Nov-06,5,1,INE561H01026,5
PASUPTAC,PASUPTAC.NS,Pasupati Acrylon Limited,BE,12-Oct-21,10,1,INE818B01023,10
PATANJALI,PATANJALI.NS,Patanjali Foods Limited,EQ,24-Jan-20,2,1,INE619A01035,2
PATELENG,PATELENG.NS,Patel Engineering Limited,EQ,24-Feb-05,1,1,INE244B01030,1
PATINT-RE2,PATINT-RE2.NS,Patel Integrated Log-RE2,BE,19-Sep-24,10,1,INE529D20030,10
PATINTLOG,PATINTLOG.NS,Patel Integrated Logistics Limited,EQ,11-Jan-08,10,1,INE529D01014,10
PAVNAIND,PAVNAIND.NS,Pavna Industries Limited,EQ,1-Jun-23,10,1,INE07S101020,10
PAYTM,PAYTM.NS,One 97 Communications Limited,EQ,18-Nov-21,1,1,INE982J01020,1
PCBL,PCBL.NS,PCBL LIMITED,EQ,29-Mar-95,1,1,INE602A01031,1
PCJEWELLER,PCJEWELLER.NS,PC Jeweller Limited,EQ,27-Dec-12,10,1,INE785M01013,10
PDMJEPAPER,PDMJEPAPER.NS,Pudumjee Paper Products Limited,EQ,30-Mar-16,1,1,INE865T01018,1
PDSL,PDSL.NS,PDS Limited,EQ,21-Oct-14,2,1,INE111Q01021,2
PEARLPOLY,PEARLPOLY.NS,Pearl Polymers Limited,EQ,11-Oct-95,10,1,INE844A01013,10
PEL,PEL.NS,Piramal Enterprises Limited,EQ,8-Feb-95,2,1,INE140A01024,2
PENIND,PENIND.NS,Pennar Industries Limited,EQ,25-Nov-10,5,1,INE932A01024,5
PENINLAND,PENINLAND.NS,Peninsula Land Limited,EQ,8-Feb-95,2,1,INE138A01028,2
PERSISTENT,PERSISTENT.NS,Persistent Systems Limited,EQ,6-Apr-10,5,1,INE262H01021,5
PETRONET,PETRONET.NS,Petronet LNG Limited,EQ,26-Mar-04,10,1,INE347G01014,10
PFC,PFC.NS,Power Finance Corporation Limited,EQ,23-Feb-07,10,1,INE134E01011,10
PFIZER,PFIZER.NS,Pfizer Limited,EQ,28-Apr-99,10,1,INE182A01018,10
PFOCUS,PFOCUS.NS,Prime Focus Limited,BE,20-Jun-06,1,1,INE367G01038,1
PFS,PFS.NS,PTC India Financial Services Limited,EQ,30-Mar-11,10,1,INE560K01014,10
PGEL,PGEL.NS,PG Electroplast Limited,EQ,26-Sep-11,1,1,INE457L01029,1
PGHH,PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,EQ,7-Jul-04,10,1,INE179A01014,10
PGHL,PGHL.NS,Procter & Gamble Health Limited,EQ,24-Apr-96,10,1,INE199A01012,10
PGIL,PGIL.NS,Pearl Global Industries Limited,EQ,15-Feb-07,5,1,INE940H01022,5
PHOENIXLTD,PHOENIXLTD.NS,The Phoenix Mills Limited,EQ,23-Apr-07,2,1,INE211B01039,2
PIDILITIND,PIDILITIND.NS,Pidilite Industries Limited,EQ,29-Mar-95,1,1,INE318A01026,1
PIGL,PIGL.NS,Power & Instrumentation (Gujarat) Limited,BE,17-May-23,10,1,INE557Z01018,10
PIIND,PIIND.NS,PI Industries Limited,EQ,15-Jun-11,1,1,INE603J01030,1
PILANIINVS,PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,EQ,8-Dec-15,10,1,INE417C01014,10
PILITA,PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,EQ,7-Oct-13,1,1,INE600A01035,1
PIONEEREMB,PIONEEREMB.NS,Pioneer Embroideries Limited,EQ,16-May-06,10,1,INE156C01018,10
PITTIENG,PITTIENG.NS,Pitti Engineering Limited,EQ,2-Feb-07,5,1,INE450D01021,5
PIXTRANS,PIXTRANS.NS,Pix Transmissions Limited,EQ,28-Apr-22,10,1,INE751B01018,10
PKTEA,PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited,BE,19-Aug-15,10,1,INE431F01018,10
PLASTIBLEN,PLASTIBLEN.NS,Plastiblends India Limited,BE,28-Dec-06,5,1,INE083C01022,5
PLATIND,PLATIND.NS,Platinum Industries Limited,EQ,5-Mar-24,10,1,INE0PT501018,10
PLAZACABLE,PLAZACABLE.NS,Plaza Wires Limited,EQ,12-Oct-23,10,1,INE0INJ01017,10
PNB,PNB.NS,Punjab National Bank,EQ,24-Apr-02,2,1,INE160A01022,2
PNBGILTS,PNBGILTS.NS,PNB Gilts Limited,EQ,18-Sep-00,10,1,INE859A01011,10
PNBHOUSING,PNBHOUSING.NS,PNB Housing Finance Limited,EQ,7-Nov-16,10,1,INE572E01012,10
PNC,PNC.NS,Pritish Nandy Communications Limited,EQ,11-Dec-00,10,1,INE392B01011,10
PNCINFRA,PNCINFRA.NS,PNC Infratech Limited,EQ,26-May-15,2,1,INE195J01029,2
PNGJL,PNGJL.NS,P N Gadgil Jewellers Limited,EQ,17-Sep-24,10,1,INE953R01016,10
POCL,POCL.NS,Pondy Oxides & Chemicals Limited,EQ,6-Mar-23,10,1,INE063E01046,10
PODDARHOUS,PODDARHOUS.NS,Poddar Housing and Development Limited,BZ,10-Apr-17,10,1,INE888B01018,10
PODDARMENT,PODDARMENT.NS,Poddar Pigments Limited,EQ,22-Nov-16,10,1,INE371C01013,10
POKARNA,POKARNA.NS,Pokarna Limited,EQ,7-Jul-16,2,1,INE637C01025,2
POLICYBZR,POLICYBZR.NS,PB Fintech Limited,EQ,15-Nov-21,2,1,INE417T01026,2
POLYCAB,POLYCAB.NS,Polycab India Limited,EQ,16-Apr-19,10,1,INE455K01017,10
POLYMED,POLYMED.NS,Poly Medicure Limited,EQ,7-Dec-11,5,1,INE205C01021,5
POLYPLEX,POLYPLEX.NS,Polyplex Corporation Limited,EQ,11-Apr-03,10,1,INE633B01018,10
PONNIERODE,PONNIERODE.NS,Ponni Sugars (Erode) Limited,EQ,16-Apr-02,10,1,INE838E01017,10
POONAWALLA,POONAWALLA.NS,Poonawalla Fincorp Limited,EQ,27-Apr-04,2,1,INE511C01022,2
POWERGRID,POWERGRID.NS,Power Grid Corporation of India Limited,EQ,5-Oct-07,10,1,INE752E01010,10
POWERINDIA,POWERINDIA.NS,Hitachi Energy India Limited,EQ,30-Mar-20,2,1,INE07Y701011,2
POWERMECH,POWERMECH.NS,Power Mech Projects Limited,EQ,26-Aug-15,10,1,INE211R01019,10
PPAP,PPAP.NS,PPAP Automotive Limited,EQ,11-Jan-08,10,1,INE095I01015,10
PPL,PPL.NS,Prakash Pipes Limited,EQ,14-Jun-19,10,1,INE050001010,10
PPLPHARMA,PPLPHARMA.NS,Piramal Pharma Limited,EQ,19-Oct-22,10,1,INE0DK501011,10
PRAENG,PRAENG.NS,Prajay Engineers Syndicate Limited,BE,2-Jan-07,10,1,INE505C01016,10
PRAJIND,PRAJIND.NS,Praj Industries Limited,EQ,11-Oct-95,2,1,INE074A01025,2
PRAKASH,PRAKASH.NS,Prakash Industries Limited,EQ,10-May-95,10,1,INE603A01013,10
PRAKASHSTL,PRAKASHSTL.NS,Prakash Steelage Limited,BE,25-Aug-10,1,1,INE696K01024,1
PRAXIS,PRAXIS.NS,Praxis Home Retail Limited,BE,31-Jan-18,5,1,INE546Y01022,5
PRECAM,PRECAM.NS,Precision Camshafts Limited,EQ,8-Feb-16,10,1,INE484I01029,10
PRECOT,PRECOT.NS,Precot Limited,BE,19-Aug-05,10,1,INE283A01014,10
PRECWIRE,PRECWIRE.NS,Precision Wires India Limited,EQ,6-Sep-95,1,1,INE372C01037,1
PREMEXPLN,PREMEXPLN.NS,Premier Explosives Limited,BE,17-Jun-16,2,1,INE863B01029,2
PREMIERENE,PREMIERENE.NS,Premier Energies Limited,EQ,3-Sep-24,1,1,INE0BS701011,1
PREMIERPOL,PREMIERPOL.NS,Premier Polyfilm Limited,EQ,13-Dec-95,5,1,INE309M01012,5
PRESTIGE,PRESTIGE.NS,Prestige Estates Projects Limited,EQ,27-Oct-10,10,1,INE811K01011,10
PRICOLLTD,PRICOLLTD.NS,Pricol Limited,EQ,10-Feb-17,1,1,INE726V01018,1
PRIMESECU,PRIMESECU.NS,Prime Securities Limited,EQ,17-Jun-05,5,1,INE032B01021,5
PRINCEPIPE,PRINCEPIPE.NS,Prince Pipes And Fittings Limited,EQ,30-Dec-19,10,1,INE689W01016,10
PRITI,PRITI.NS,Priti International Limited,EQ,2-Mar-22,10,1,INE974Z01015,10
PRITIKAUTO,PRITIKAUTO.NS,Pritika Auto Industries Limited,EQ,10-Aug-21,2,1,INE583R01029,2
PRIVISCL,PRIVISCL.NS,Privi Speciality Chemicals Limited,EQ,8-May-15,10,1,INE959A01019,10
PROZONER,PROZONER.NS,Prozone Realty Limited,EQ,12-Sep-12,2,1,INE195N01013,2
PRSMJOHNSN,PRSMJOHNSN.NS,Prism Johnson Limited,EQ,20-Aug-03,10,1,INE010A01011,10
